"ReviewID","Sentiment","KeyPhrases"
"A34EWDQHHS9UD6","POSITIVE","the computer realm"
"A34EWDQHHS9UD6","POSITIVE","sandisk"
"A34EWDQHHS9UD6","POSITIVE","a leader and pioneer"
"A34EWDQHHS9UD6","POSITIVE","the sd format"
"A34EWDQHHS9UD6","POSITIVE","sd"
"A34EWDQHHS9UD6","POSITIVE","the only other sdhc class 10 card"
"A34EWDQHHS9UD6","POSITIVE","comparison"
"A34EWDQHHS9UD6","POSITIVE","the samsung brand"
"A34EWDQHHS9UD6","POSITIVE","that one"
"A5TFF8PLKRCOJ","NEGATIVE","one month"
"A5TFF8PLKRCOJ","NEGATIVE","the problem"
"A5TFF8PLKRCOJ","NEGATIVE","the sandisk forums"
"A5TFF8PLKRCOJ","NEGATIVE","only 30-32mb size.the lifetime warranty"
"A5TFF8PLKRCOJ","NEGATIVE","these products"
"A5TFF8PLKRCOJ","NEGATIVE","the process"
"A5TFF8PLKRCOJ","NEGATIVE","rma"
"A5TFF8PLKRCOJ","NEGATIVE","post"
"A5TFF8PLKRCOJ","NEGATIVE","status updates.do not trust your data"
"A5TFF8PLKRCOJ","NEGATIVE","this product"
"A5TFF8PLKRCOJ","NEGATIVE","a backup"
"A5TFF8PLKRCOJ","NEGATIVE","100%"
"A5TFF8PLKRCOJ","NEGATIVE","the sandisk"
"A5TFF8PLKRCOJ","NEGATIVE","users"
"A5TFF8PLKRCOJ","NEGATIVE"," forum"
"A5TFF8PLKRCOJ","NEGATIVE","64gb cards.here"
"A5TFF8PLKRCOJ","NEGATIVE","ultra"
"A5TFF8PLKRCOJ","NEGATIVE","microsdxc class"
"A5TFF8PLKRCOJ","NEGATIVE","uhs-1write speed"
"A5TFF8PLKRCOJ","NEGATIVE","brand new condition readspeed"
"A5TFF8PLKRCOJ","NEGATIVE","40+mb/s"
"A5TFF8PLKRCOJ","NEGATIVE","speed"
"A5TFF8PLKRCOJ","NEGATIVE","10-12mb/s -"
"A5TFF8PLKRCOJ","NEGATIVE","rma turn"
"A5TFF8PLKRCOJ","NEGATIVE","time"
"A5TFF8PLKRCOJ","NEGATIVE","about 3 weeks"
"A5TFF8PLKRCOJ","NEGATIVE","rating"
"A5TFF8PLKRCOJ","NEGATIVE","this one"
"A5TFF8PLKRCOJ","NEGATIVE","one month.update 5-1-14rma replacement"
"A5TFF8PLKRCOJ","NEGATIVE","the star rating"
"A5TFF8PLKRCOJ","NEGATIVE","one point"
"A1N5UN0DUW3P42","POSITIVE","my samsung galaxy s5"
"A1N5UN0DUW3P42","POSITIVE","my photos"
"A1N5UN0DUW3P42","POSITIVE","videos"
"A1N5UN0DUW3P42","POSITIVE","other data"
"A1N5UN0DUW3P42","POSITIVE","stores and retrieves"
"A1N5UN0DUW3P42","POSITIVE","the capacity"
"A1N5UN0DUW3P42","POSITIVE","my phone"
"ATUPETKG5KNZT","MIXED","the item"
"ATUPETKG5KNZT","MIXED","time"
"ATUPETKG5KNZT","MIXED","a copy operation"
"ATUPETKG5KNZT","MIXED","further investigation"
"ATUPETKG5KNZT","MIXED","the card"
"ATUPETKG5KNZT","MIXED","bad sectors"
"ATUPETKG5KNZT","MIXED","refund"
"ATUPETKG5KNZT","MIXED","a hitch"
"ATUPETKG5KNZT","MIXED","not all"
"A267IIIP8ODVIV","POSITIVE","this item"
"A267IIIP8ODVIV","POSITIVE","time"
"A267IIIP8ODVIV","POSITIVE","nice works"
"A267IIIP8ODVIV","POSITIVE","12 more words"
"A267IIIP8ODVIV","POSITIVE","just dont"
"A2BOSVUG4SLYHS","POSITIVE","my wife gallaxy s4"
"A1LYCQCJK2JWQ7","NEGATIVE","noticeable improvement"
"A1LYCQCJK2JWQ7","NEGATIVE","my sprint htc evo lte"
"A1LYCQCJK2JWQ7","NEGATIVE","this.camera app"
"A1LYCQCJK2JWQ7","NEGATIVE","bad pictures"
"A1LYCQCJK2JWQ7","NEGATIVE","burst mode"
"A1LYCQCJK2JWQ7","NEGATIVE","several frames"
"A1LYCQCJK2JWQ7","NEGATIVE","this card"
"A1LYCQCJK2JWQ7","NEGATIVE","a burst picture.also apps"
"A1LYCQCJK2JWQ7","NEGATIVE","the sd card"
"A1LYCQCJK2JWQ7","NEGATIVE","a lot"
"A1LYCQCJK2JWQ7","NEGATIVE","card"
"A1LYCQCJK2JWQ7","NEGATIVE","may 12th 2013"
"A1LYCQCJK2JWQ7","NEGATIVE","october 22"
"A1LYCQCJK2JWQ7","NEGATIVE","2012"
"A1LYCQCJK2JWQ7","NEGATIVE","about 6 months"
"A2EFKDYHXUM65C","MIXED","what else"
"A2EFKDYHXUM65C","MIXED","not the fastest card"
"A2EFKDYHXUM65C","MIXED","the market"
"A2EFKDYHXUM65C","MIXED","the job"
"A2EFKDYHXUM65C","MIXED","copying files"
"A2EFKDYHXUM65C","MIXED","music or movies"
"A2EFKDYHXUM65C","MIXED","your cellphone"
"A2EFKDYHXUM65C","MIXED","other devices"
"A3UR2N0ATGBCU8","MIXED","the phone"
"A3UR2N0ATGBCU8","MIXED","sd card"
"A3UR2N0ATGBCU8","MIXED","the option"
"A3UR2N0ATGBCU8","MIXED","format"
"A3UR2N0ATGBCU8","MIXED","the laptop"
"A3UR2N0ATGBCU8","MIXED","same thing"
"A3UR2N0ATGBCU8","MIXED","doa"
"A3UR2N0ATGBCU8","MIXED","the card"
"A3UR2N0ATGBCU8","MIXED","the flip down menu"
"A3UR2N0ATGBCU8","MIXED","perfect"
"A3UR2N0ATGBCU8","MIXED","a gen4 64gb ipod touch"
"A3UR2N0ATGBCU8","MIXED","$350"
"A3UR2N0ATGBCU8","MIXED","$55"
"A3UR2N0ATGBCU8","MIXED","no sense"
"A3UR2N0ATGBCU8","MIXED","the galaxy s2 t727"
"A3UR2N0ATGBCU8","MIXED","a media player"
"A10WTI6XS1CX37","POSITIVE","some photos"
"A10WTI6XS1CX37","POSITIVE","plenty"
"A10WTI6XS1CX37","POSITIVE","space"
"A2KN55YK5O1HZO","POSITIVE","some room"
"A2KN55YK5O1HZO","POSITIVE","my samsung galaxy s3"
"A2KN55YK5O1HZO","POSITIVE","any complaints"
"A3SPRSLV03DT6Y","MIXED","the size"
"A3SPRSLV03DT6Y","MIXED","a finger"
"A3SPRSLV03DT6Y","MIXED","the little"
"A3SPRSLV03DT6Y","MIXED","64gb card plugged"
"A3SPRSLV03DT6Y","MIXED","the samsung galaxy"
"A3SPRSLV03DT6Y","MIXED","10.1"
"A3SPRSLV03DT6Y","MIXED","the adapter"
"A3SPRSLV03DT6Y","MIXED","too new"
"A3SPRSLV03DT6Y","MIXED","32gb"
"A3SPRSLV03DT6Y","MIXED","price"
"A3SPRSLV03DT6Y","MIXED","galaxy note phone"
"A3SPRSLV03DT6Y","MIXED","thanks amazon"
"A3SPRSLV03DT6Y","MIXED","the package"
"A3SPRSLV03DT6Y","MIXED","that package"
"A3SPRSLV03DT6Y","MIXED","some place"
"A3SPRSLV03DT6Y","MIXED","thanks again"
"A194Y47BF3CUTJ","POSITIVE","a lifetime warranty"
"A194Y47BF3CUTJ","POSITIVE","sandisk"
"A194Y47BF3CUTJ","POSITIVE","a new one"
"A194Y47BF3CUTJ","POSITIVE","sandisk"
"A194Y47BF3CUTJ","POSITIVE","years"
"A194Y47BF3CUTJ","POSITIVE","the only time one"
"A3TG01YS74D3OM","MIXED","an incident"
"A3TG01YS74D3OM","MIXED","my galaxy s3 phone"
"A3TG01YS74D3OM","MIXED","the chip"
"A3TG01YS74D3OM","MIXED","the chip"
"A3TG01YS74D3OM","MIXED","the phone"
"A3TG01YS74D3OM","MIXED","my samsung phone"
"A3TG01YS74D3OM","MIXED","my samsung tablet"
"A3TG01YS74D3OM","MIXED","that one time"
"A3TG01YS74D3OM","MIXED","the chip and phone"
"A3TG01YS74D3OM","MIXED","each other"
"A3TG01YS74D3OM","MIXED","all my music"
"A3TG01YS74D3OM","MIXED","the phone"
"A3TG01YS74D3OM","MIXED","the chip"
"A3TG01YS74D3OM","MIXED","my music"
"A3TG01YS74D3OM","MIXED","my music"
"A3TG01YS74D3OM","MIXED","my phone"
"A3TG01YS74D3OM","MIXED","no big deal"
"A3LT90XMQ0ZJM7","POSITIVE","great memory card"
"A3LT90XMQ0ZJM7","POSITIVE","sandisk"
"A3LT90XMQ0ZJM7","POSITIVE","memory products"
"A23PONDBFUYXY0","NEUTRAL","this card"
"A23PONDBFUYXY0","NEUTRAL","my wife"
"A23PONDBFUYXY0","NEUTRAL","cel phone"
"A23PONDBFUYXY0","NEUTRAL","her phone"
"A24IZ2L7W5L284","POSITIVE","the memory"
"A24IZ2L7W5L284","POSITIVE","my lumia 620"
"A24IZ2L7W5L284","POSITIVE","my previous microsd"
"A24IZ2L7W5L284","POSITIVE","class 4"
"A24IZ2L7W5L284","POSITIVE","no complaints"
"A24IZ2L7W5L284","POSITIVE","my purchase"
"AO68WBQPG1ZH9","POSITIVE","great price"
"AO68WBQPG1ZH9","POSITIVE","a great product"
"AO68WBQPG1ZH9","POSITIVE","my new samsung galaxy 4"
"AO68WBQPG1ZH9","POSITIVE","full price"
"AO68WBQPG1ZH9","POSITIVE","the cell provider"
"AO68WBQPG1ZH9","POSITIVE","the good work"
"AO68WBQPG1ZH9","POSITIVE","amazon"
"A3O3D00K1O04ZS","POSITIVE","my sony action cam"
"A3O3D00K1O04ZS","POSITIVE","more than 8 hours"
"A3O3D00K1O04ZS","POSITIVE","video"
"A3O3D00K1O04ZS","POSITIVE","1080"
"A3O3D00K1O04ZS","POSITIVE","30 fps"
"A2T5P0O707ESH6","NEGATIVE","the &#34;"
"A2T5P0O707ESH6","NEGATIVE","cheaper&#34; clones"
"A2T5P0O707ESH6","NEGATIVE","sandisk"
"A2T5P0O707ESH6","NEGATIVE","your  data"
"A2T5P0O707ESH6","NEGATIVE","the little"
"A2T5P0O707ESH6","NEGATIVE","&#34"
"A2T5P0O707ESH6","NEGATIVE","the cheap imitations"
"A2T5P0O707ESH6","NEGATIVE","trust"
"A3OZA8HNJM26DC","NEGATIVE","major issues"
"A3OZA8HNJM26DC","NEGATIVE","from san disk"
"A3OZA8HNJM26DC","NEGATIVE","a 30 meg removeable drive"
"A3OZA8HNJM26DC","NEGATIVE","both windows and macos"
"A3OZA8HNJM26DC","NEGATIVE","its defective"
"A3OZA8HNJM26DC","NEGATIVE","a mislabeled one"
"A3OZA8HNJM26DC","NEGATIVE","amazon"
"A3OZA8HNJM26DC","NEGATIVE","transcend"
"A3C9SYXO9UQ9VI","POSITIVE","garmin gps"
"A3C9SYXO9UQ9VI","POSITIVE","adapter"
"A3C9SYXO9UQ9VI","POSITIVE","sdhc size memory card"
"A3C9SYXO9UQ9VI","POSITIVE","reader"
"A3H0SMLV116RAW","NEGATIVE","black friday"
"A3H0SMLV116RAW","NEGATIVE","last year"
"A3H0SMLV116RAW","NEGATIVE","a chance"
"A3H0SMLV116RAW","NEGATIVE","what chance u"
"A3H0SMLV116RAW","NEGATIVE","some reviews"
"A3H0SMLV116RAW","NEGATIVE","this card"
"A3H0SMLV116RAW","NEGATIVE","no reason"
"A3H0SMLV116RAW","NEGATIVE","abuse or misuse"
"A3H0SMLV116RAW","NEGATIVE","this card"
"A3H0SMLV116RAW","NEGATIVE","my acer iconia a500"
"A3H0SMLV116RAW","NEGATIVE","my computer doesnt"
"A3H0SMLV116RAW","NEGATIVE","an expensive part"
"A3H0SMLV116RAW","NEGATIVE","do not buy or"
"A3H0SMLV116RAW","NEGATIVE","u do"
"A3H0SMLV116RAW","NEGATIVE","careful"
"A3H0SMLV116RAW","NEGATIVE","music and movies"
"A3H0SMLV116RAW","NEGATIVE","mine"
"A3H0SMLV116RAW","NEGATIVE","your phone"
"A3H0SMLV116RAW","NEGATIVE","valuable pictures"
"A243XIFG20QRQW","POSITIVE","san disk"
"A243XIFG20QRQW","POSITIVE","the brand"
"A243XIFG20QRQW","POSITIVE","a quality product"
"A3EPL2JV2T11OX","MIXED","la"
"A3EPL2JV2T11OX","MIXED","uso sul mio samsung galaxy tab"
"A3EPL2JV2T11OX","MIXED","2 7"
"A3EPL2JV2T11OX","MIXED","la"
"A3EPL2JV2T11OX","MIXED","tutto"
"A3EPL2JV2T11OX","MIXED","posto"
"A3EPL2JV2T11OX","MIXED","spesso"
"A3EPL2JV2T11OX","MIXED","un problema"
"A27L7AGGGEUASX","POSITIVE","this one"
"A27L7AGGGEUASX","POSITIVE","my galaxy note 2"
"A27L7AGGGEUASX","POSITIVE","my asus transformer infinity"
"A27L7AGGGEUASX","POSITIVE","2"
"A27L7AGGGEUASX","POSITIVE","these cards"
"A27L7AGGGEUASX","POSITIVE","your device"
"A2ELBSIZ26GKM2","POSITIVE","the nl1520"
"A2ELBSIZ26GKM2","POSITIVE","no video"
"A2ELBSIZ26GKM2","POSITIVE","the 64gb"
"A2ELBSIZ26GKM2","POSITIVE","blah blah blah blah"
"A2ELBSIZ26GKM2","POSITIVE","the rest"
"A1GWL4XS2ZXGG8","POSITIVE","little memory card"
"A1GWL4XS2ZXGG8","POSITIVE","affordable"
"A1GWL4XS2ZXGG8","POSITIVE","good quality"
"A1GWL4XS2ZXGG8","POSITIVE","my storage space"
"A1GWL4XS2ZXGG8","POSITIVE","my device"
"A2JFRH4RUR7ZB9","POSITIVE","my new microsoft surface pro"
"A2JFRH4RUR7ZB9","POSITIVE","case"
"A2JFRH4RUR7ZB9","POSITIVE","more room"
"A2JFRH4RUR7ZB9","POSITIVE","a adapter"
"A2JFRH4RUR7ZB9","POSITIVE","more storage room"
"AA95DWUI3ODU","POSITIVE","works"
"AA95DWUI3ODU","POSITIVE","my new tab pro 8.4"
"AA95DWUI3ODU","POSITIVE","#34"
"AA95DWUI3ODU","POSITIVE","lots"
"AA95DWUI3ODU","POSITIVE","content"
"AA95DWUI3ODU","POSITIVE","youtube"
"AA95DWUI3ODU","POSITIVE","long flights"
"AA95DWUI3ODU","POSITIVE","any device"
"AA95DWUI3ODU","POSITIVE","sd cards"
"AI82G1NQHKXGW","POSITIVE","this chip"
"AI82G1NQHKXGW","POSITIVE","offbrand microsd"
"AI82G1NQHKXGW","POSITIVE","the review"
"AI82G1NQHKXGW","POSITIVE","a droid razr m smartphone"
"A28621TSIR5EOG","POSITIVE","more than one"
"A28621TSIR5EOG","POSITIVE","these microsdhc disks"
"A28621TSIR5EOG","POSITIVE","my mp3 players"
"A28621TSIR5EOG","POSITIVE","phone"
"A28621TSIR5EOG","POSITIVE","recorder camera etc."
"A2WN0OAALLRM7A","POSITIVE","my 10th sdhc card"
"A2WN0OAALLRM7A","POSITIVE","sandisk"
"A2WN0OAALLRM7A","POSITIVE","good quality"
"A2WN0OAALLRM7A","POSITIVE","good brand"
"A2WN0OAALLRM7A","POSITIVE","friends"
"A2WN0OAALLRM7A","POSITIVE","galaxy"
"A2CNG9TRZVRV5O","POSITIVE","this microsdhc card"
"A2CNG9TRZVRV5O","POSITIVE","its job"
"A2CNG9TRZVRV5O","POSITIVE","your data"
"A2CNG9TRZVRV5O","POSITIVE","any mobile device"
"A2CNG9TRZVRV5O","POSITIVE","any complaints"
"AYYZH8KL2Y6D3","NEGATIVE","the mistake"
"AYYZH8KL2Y6D3","NEGATIVE","the car"
"AYYZH8KL2Y6D3","NEGATIVE","a flat"
"AYYZH8KL2Y6D3","NEGATIVE","4 new tires"
"AYYZH8KL2Y6D3","NEGATIVE","the dealership"
"A3LTWJZ779E29","POSITIVE","my fiance"
"A3LTWJZ779E29","POSITIVE","his tablet"
"A3LTWJZ779E29","POSITIVE","almost a year"
"A3LTWJZ779E29","POSITIVE","a single issue"
"A3LTWJZ779E29","POSITIVE","the best quality memory cards"
"A3LTWJZ779E29","POSITIVE","the retail packaging"
"A3LTWJZ779E29","POSITIVE","not the &#34"
"A3LTWJZ779E29","POSITIVE","&#34"
"A3LTWJZ779E29","POSITIVE","the retail packaging"
"A3LTWJZ779E29","POSITIVE","one quick clip"
"A3LTWJZ779E29","POSITIVE","the scissors"
"A3LTWJZ779E29","POSITIVE","a package"
"A3LTWJZ779E29","POSITIVE","risk"
"AAKMPJXPX22Y4","POSITIVE","works"
"AAKMPJXPX22Y4","POSITIVE","no complaints"
"AAKMPJXPX22Y4","POSITIVE","the retail package"
"A24YWDYFTI2NOC","POSITIVE","my samsung galaxy s iii."
"A24YWDYFTI2NOC","POSITIVE","class 10"
"A24YWDYFTI2NOC","POSITIVE","works"
"A26SQ0G735KJK8","MIXED","big problem"
"A26SQ0G735KJK8","MIXED","a trustworthy source"
"A26SQ0G735KJK8","MIXED","sd cards"
"A26SQ0G735KJK8","MIXED","china"
"A26SQ0G735KJK8","MIXED","these rip"
"A26SQ0G735KJK8","MIXED","companies"
"A26SQ0G735KJK8","MIXED","fake cards"
"A26SQ0G735KJK8","MIXED","a competitive price"
"A26SQ0G735KJK8","MIXED","the price"
"A26SQ0G735KJK8","MIXED","a card"
"A26SQ0G735KJK8","MIXED","less capacity"
"A26SQ0G735KJK8","MIXED","a lower class"
"A26SQ0G735KJK8","MIXED","a faulty card"
"A26SQ0G735KJK8","MIXED","storage"
"A26SQ0G735KJK8","MIXED","the extra cash"
"A26SQ0G735KJK8","MIXED","this sandisk ultra 64 gb sdxc class 10 memory card"
"A26SQ0G735KJK8","MIXED","my htc evo lte android phone.side note"
"A26SQ0G735KJK8","MIXED","this card"
"A26SQ0G735KJK8","MIXED","my total phone storage capacity"
"A26SQ0G735KJK8","MIXED","158 gb"
"A26SQ0G735KJK8","MIXED","158 gb"
"A26SQ0G735KJK8","MIXED","full access"
"A26SQ0G735KJK8","MIXED","85 gb"
"A26SQ0G735KJK8","MIXED","the cloud"
"A2EG3ZPSDXOBLU","NEGATIVE","an htc hd2"
"A2EG3ZPSDXOBLU","NEGATIVE","cyanogen android rom"
"A2EG3ZPSDXOBLU","NEGATIVE","maximum memory capacity"
"A2EG3ZPSDXOBLU","NEGATIVE","various storage needs"
"A2EG3ZPSDXOBLU","NEGATIVE","hq videos"
"A2EG3ZPSDXOBLU","NEGATIVE","a patriot 32gb class 10"
"A2EG3ZPSDXOBLU","NEGATIVE","the performance"
"A2EG3ZPSDXOBLU","NEGATIVE","my expectations"
"A2EG3ZPSDXOBLU","NEGATIVE","this badboy right"
"A2EG3ZPSDXOBLU","NEGATIVE","a champ"
"A2EG3ZPSDXOBLU","NEGATIVE","my smartphone"
"A2EG3ZPSDXOBLU","NEGATIVE","htc hd2"
"A2EG3ZPSDXOBLU","NEGATIVE","this card"
"A2EG3ZPSDXOBLU","NEGATIVE","my laptop"
"A2EG3ZPSDXOBLU","NEGATIVE","my data"
"A2EG3ZPSDXOBLU","NEGATIVE","no less than 14mb\s"
"A2EG3ZPSDXOBLU","NEGATIVE","speed"
"A2EG3ZPSDXOBLU","NEGATIVE","the specs"
"A2EG3ZPSDXOBLU","NEGATIVE","this card"
"A2EG3ZPSDXOBLU","NEGATIVE","apps"
"A2EG3ZPSDXOBLU","NEGATIVE","access"
"A2EG3ZPSDXOBLU","NEGATIVE","faaast"
"A2EG3ZPSDXOBLU","NEGATIVE","a while"
"A3GL6RCS9PP2Y3","MIXED","the recent map update"
"A3GL6RCS9PP2Y3","MIXED","my garmin gps"
"A3GL6RCS9PP2Y3","MIXED","memory"
"A3GL6RCS9PP2Y3","MIXED","maps"
"A3GL6RCS9PP2Y3","MIXED","the memory"
"A3GL6RCS9PP2Y3","MIXED","the full north america map"
"A3GL6RCS9PP2Y3","MIXED","the adapter"
"A3GL6RCS9PP2Y3","MIXED","my pc sd slot"
"A2I4UIXT2PGSAS","MIXED","garmin"
"A2I4UIXT2PGSAS","MIXED","gpsmap line"
"A2I4UIXT2PGSAS","MIXED","handhelds"
"A2I4UIXT2PGSAS","MIXED","all 32gbs"
"A2I4UIXT2PGSAS","MIXED","this baby"
"A2I4UIXT2PGSAS","MIXED","every map"
"A2I4UIXT2PGSAS","MIXED","my hands"
"A2I4UIXT2PGSAS","MIXED","no issues"
"A2I4UIXT2PGSAS","MIXED","all.some forums"
"A2I4UIXT2PGSAS","MIXED","a 4gb limitation"
"A2I4UIXT2PGSAS","MIXED","fat32"
"A2I4UIXT2PGSAS","MIXED","the format"
"A2I4UIXT2PGSAS","MIXED","the card"
"A2I4UIXT2PGSAS","MIXED","a 4gb limit"
"A2I4UIXT2PGSAS","MIXED","file size"
"A2I4UIXT2PGSAS","MIXED","all individual garmin maps"
"A2I4UIXT2PGSAS","MIXED","4gb"
"A3FN7QLQ6ZI1E","POSITIVE","the $30"
"A3FN7QLQ6ZI1E","POSITIVE","the store"
"A3FN7QLQ6ZI1E","POSITIVE","$65"
"A3FN7QLQ6ZI1E","POSITIVE","the galaxy note 10.1"
"A3FN7QLQ6ZI1E","POSITIVE","the galaxy note 2"
"A1K4SMWERIHTAS","POSITIVE","the san disk ultra 64 gb micro memory card"
"A1K4SMWERIHTAS","POSITIVE","the card"
"A1K4SMWERIHTAS","POSITIVE","the card"
"A1K4SMWERIHTAS","POSITIVE","an adapter"
"A1K4SMWERIHTAS","POSITIVE","the gopro"
"A1RMOES5FGRF00","POSITIVE","my samsung galaxy s5"
"A1RMOES5FGRF00","POSITIVE","the still and video camera"
"A1RMOES5FGRF00","POSITIVE","the phone.i"
"A1RMOES5FGRF00","POSITIVE","no problems"
"A1RMOES5FGRF00","POSITIVE","files"
"A1RMOES5FGRF00","POSITIVE","all types"
"A1RMOES5FGRF00","POSITIVE","my pc or tablets"
"A1RMOES5FGRF00","POSITIVE","this price"
"A1RMOES5FGRF00","POSITIVE","a great buy"
"AVL03EBQWSS0L","POSITIVE","my dji phantom gopro hd black"
"AVL03EBQWSS0L","POSITIVE","one hickup.i"
"AVL03EBQWSS0L","POSITIVE","whacha"
"A3O98SUFE5X5TO","POSITIVE","my gopro hero 3 black"
"A3O98SUFE5X5TO","POSITIVE","a good microsd card"
"A3O98SUFE5X5TO","POSITIVE","$80for"
"A3O98SUFE5X5TO","POSITIVE","a 64gb"
"A3O98SUFE5X5TO","POSITIVE","digging"
"A3O98SUFE5X5TO","POSITIVE","ebay"
"A3O98SUFE5X5TO","POSITIVE","times"
"A3O98SUFE5X5TO","POSITIVE","chance"
"A3O98SUFE5X5TO","POSITIVE","this one"
"A3O98SUFE5X5TO","POSITIVE","$55 ttd"
"A3O98SUFE5X5TO","POSITIVE","the performance"
"A3O98SUFE5X5TO","POSITIVE","the market"
"A3O98SUFE5X5TO","POSITIVE","a gopro hero3 black"
"A3O98SUFE5X5TO","POSITIVE","this card"
"A3LIFZB4RC49DE","POSITIVE","this storage device"
"A3LIFZB4RC49DE","POSITIVE","my phone"
"A3LIFZB4RC49DE","POSITIVE","a 1 gig mini sd"
"A3LIFZB4RC49DE","POSITIVE","music ad"
"A3LIFZB4RC49DE","POSITIVE","30 plus gigs"
"A3LIFZB4RC49DE","POSITIVE","free space"
"A3LIFZB4RC49DE","POSITIVE","my hearts content"
"A5E3CV8KRR8HP","POSITIVE","my gopro hero 3 silver"
"A5E3CV8KRR8HP","POSITIVE","no complaints"
"A2WB2KKS7MXTCW","POSITIVE","this card"
"A2WB2KKS7MXTCW","POSITIVE","class-10 performance"
"A2WB2KKS7MXTCW","POSITIVE","a fair price"
"A2WB2KKS7MXTCW","POSITIVE","a microsd format"
"A2WB2KKS7MXTCW","POSITIVE","fact"
"A2WB2KKS7MXTCW","POSITIVE","options"
"A2WB2KKS7MXTCW","POSITIVE","a nominally higher price"
"A2WB2KKS7MXTCW","POSITIVE","the &#34"
"A2WB2KKS7MXTCW","POSITIVE","extreme&#34"
"A2WB2KKS7MXTCW","POSITIVE","versions"
"A2WB2KKS7MXTCW","POSITIVE","the same vendor"
"AP7ELOKYSDI7B","MIXED","a gopro"
"AP7ELOKYSDI7B","MIXED","64 gigs"
"AP7ELOKYSDI7B","MIXED","such a small chip"
"A2H4YBXW0WRAGA","POSITIVE","a bunch"
"A2H4YBXW0WRAGA","POSITIVE","this card"
"A2H4YBXW0WRAGA","POSITIVE","my nook hd"
"A2H4YBXW0WRAGA","POSITIVE","no problems"
"AKJ56RT9I924I","MIXED","a several-hundred-dollars-worth product"
"AKJ56RT9I924I","MIXED","a cheap sd card"
"AKJ56RT9I924I","MIXED","a shame"
"AKJ56RT9I924I","MIXED","my lumix camera"
"AKJ56RT9I924I","MIXED","my brother"
"AKJ56RT9I924I","MIXED","his galaxy s4 mini"
"A2YZCDQIAZIX1Q","POSITIVE","works"
"A2YZCDQIAZIX1Q","POSITIVE","no problems"
"A2YZCDQIAZIX1Q","POSITIVE","a number"
"A2YZCDQIAZIX1Q","POSITIVE","months"
"A2YZCDQIAZIX1Q","POSITIVE","the sandisk memory cards"
"A10B2J2IRQXBWA","POSITIVE","super addition"
"A10B2J2IRQXBWA","POSITIVE","my tablet"
"A10B2J2IRQXBWA","POSITIVE","the space need"
