DayDiff,Entities,Helpful,HelpfulYes,KeyPhrases,ProductID,Rating,ReviewID,ReviewText,ReviewTime,ReviewerName,Sentiment,SentimentScore_Mixed,SentimentScore_Negative,SentimentScore_Neutral,SentimentScore_Positive,Summary,TotalVote,UnixReviewTime
588,"['Samsung', 'Galaxy S3']","[0, 0]",0,"['some room', 'my Samsung Galaxy S3', 'any complaints']",C007WTAJTP,5,A2KN55YK5O1HZO,I got this to add some room on my Samsung Galaxy S3. It works great. I do not have any complaints.,29-04-2013,sadpony,POSITIVE,0.00032080517848953605,6.639087223447859e-05,0.0012591495178639889,0.9983537197113037,Works with Phone,0,1367193600
720,"['64GB', 'Samsung', 'Galaxy Note 10.1', '32GB', 'Galaxy Note', 'Amazon']","[0, 1]",0,"['The Size', 'a Finger', 'The little', '64GB Card Plugged', 'the Samsung Galaxy', '10.1', 'the Adapter', 'Too New', '32GB', 'Price', 'Galaxy Note Phone', 'Thanks Amazon', 'the Package', 'that Package', 'some place', 'Thanks Again']",B007WTAJTO,5,A3SPRSLV03DT6Y,The Size of a Finger Nail ! The little too easy to lose 64GB Card Plugged in so Easy ! So Quick ! In the Samsung Galaxy Note 10.1 ! With Out the Adapter ! Did it Help ? Still Too New at This ! Only Required 32GB ! Overkill ? Price too Close not to get IT ! Hope that it Helps ! Galaxy Note Phone is supposed to use IT ! Thanks Amazon ! Oh ! This is so Tiny ! Keep it in the Package ! Until You Need IT ! And Keep that Package some place where it can't be LOST ! IT is just Too Cute ! Thanks Again ! Cute ! Cute ! Cute !,18-12-2012,t49y,MIXED,0.519842803478241,0.2228347808122635,0.0006642916705459356,0.25665807723999023,Too Cute !,1,1355788800
380,"['one', 'once', 'SanDisk', 'SanDisk', 'years', 'one']","[0, 0]",0,"['a lifetime warranty', 'SanDisk', 'a new one', 'SanDisk', 'years', 'the only time one']",E007WTAJTS,5,A194Y47BF3CUTJ,"Comes with a lifetime warranty.  Had one fail once, sent it back to SanDisk, they sent me a new one!I have been using SanDisk for years.  That was the only time one ever failed!!!",23-11-2013,Hamza,POSITIVE,0.05683091655373573,0.025928214192390442,0.0018340969691053033,0.9154067635536194,Perfect,0,1385164800
524,"['Galaxy S3', 'one', 'Samsung', 'Samsung', 'one time']","[0, 0]",0,"['an incident', 'my Galaxy S3 phone', 'the chip', 'the chip', 'the phone', 'my Samsung phone', 'my Samsung Tablet', 'that one time', 'the chip and phone', 'each other', 'all my music', 'The phone', 'the chip', 'my music', 'my music', 'my phone', 'No big deal']",F007WTAJTQ,4,A3TG01YS74D3OM,"i just had an incident with my Galaxy S3 phone however where the chip became corrupt.. Is it the chip? Is it the phone?  I put one of these in my Samsung phone and another in my Samsung Tablet.  All is well except for that one time where the chip and phone got funny with each other and I had to erase all my music... The phone was able to format / erase / prepare the chip so it was immediately usable but I did lose my music.  Very weird.  Well, all I have to do is sync my music to my phone.. No big deal..",02-07-2013,"papatech ""c.p.""",MIXED,0.8908620476722717,0.06565231084823608,0.0030838893726468086,0.040401700884103775,it's a fine little chip.. maybe I got a bad one though???,0,1360195200
496,['sandisk'],"[0, 0]",0,"['great memory card', 'sandisk', 'memory products']",B007WTAJTO,5,A3LT90XMQ0ZJM7,great memory card.  i have trusted sandisk since it came out with memory products.  they work harder to keep innovating.,30-07-2013,Tamara Ching,POSITIVE,0.004273538943380117,0.0023003576789051294,0.0010121491504833102,0.9924140572547913,sandisk is the ultimate best,0,1375142400
189,[],"[0, 0]",0,"['this card', 'my wife', 'cel phone', 'her phone']",F007WTAJTQ,5,A23PONDBFUYXY0,"Installed this card in my wife's cel phone.  I would have gone bigger but, that's as big as her phone would take.",02-06-2014,Mack,NEUTRAL,0.2892985939979553,0.2706837058067322,0.3101966083049774,0.1298210471868515,Excellent Transaction.,0,1391644800
200,"['lumia 620', 'Class 4']","[0, 0]",0,"['the memory', 'my lumia 620', 'my previous microsd', 'Class 4', 'No complaints', 'my purchase']",F007WTAJTQ,5,A24IZ2L7W5L284,"I bought the memory to my lumia 620 and it works. It's really faster than my previous microsd (Class 4). No complaints, i'm very happy with my purchase.",22-05-2014,Octavio Barreto,POSITIVE,6.155874143587425e-05,7.024084334261715e-05,0.00032513434416614473,0.9995431900024414,A fast memory,0,1400716800
509,"['Samsung', 'Galaxy 4', 'Amazon']","[0, 0]",0,"['Great price', 'a great product', 'my new Samsung Galaxy 4', 'full price', 'the cell provider', 'the good work', 'Amazon']",F007WTAJTQ,5,AO68WBQPG1ZH9,Great price for a great product works great in my new Samsung Galaxy 4 why anyone [pays full price at the cell provider is beyond me! Keep up the good work Amazon love you guys!!,17-07-2013,tam60,POSITIVE,0.0037772338837385178,0.0015883642481639981,0.00031434319680556655,0.9943200349807739,SanDisk 32 GB Memory Card,0,1374019200
495,"['Sony', 'Action Cam', 'more than 8 hours', '1080', '30 fps']","[0, 0]",0,"['my Sony Action Cam', 'more than 8 hours', 'video', '1080', '30 fps']",E007WTAJTS,5,A3O3D00K1O04ZS,"I bought this for my Sony Action Cam, it gives me more than 8 hours of video using 1080 with 30 fps.",31-07-2013,Iceman,POSITIVE,6.633602606598288e-05,0.040846604853868484,0.046748168766498566,0.91233891248703,8 hours of video!!,0,1375228800
215,"['#34', 'SanDisk']","[0, 0]",0,"['the &#34;', 'cheaper&#34; clones', 'SanDisk', 'Your  data', 'the little', '&#34', 'the cheap imitations', 'Trust']",F007WTAJTQ,5,A2T5P0O707ESH6,"Bypass the &#34;cheaper&#34; clones and get SanDisk. Your  data is wprth much more than the little that you &#34;save&#34; using the cheap imitations. Trust me, I just found that out for myself.",07-05-2014,PapaG,NEGATIVE,0.04371721297502518,0.8063127994537354,0.02440289966762066,0.12556709349155426,"Bypass the ""cheaper"" clones and get SanDisk. Your data ...",0,1404518400
380,"['30 meg', 'both', 'amazon']","[0, 0]",0,"['Major issues', 'FROM san disk', 'a 30 meg removeable drive', 'both windows and macos', 'its defective', 'a mislabeled one', 'amazon', 'transcend']",E007WTAJTS,1,A3OZA8HNJM26DC,"Major issues, bought FROM san disk but only worked briefly, now when I try to reformat it reports itself as a 30 meg removeable drive in both windows and macos--not sure if its defective or a mislabeled one--but got direct from amazon so just very disapointed. Will stick with transcend from now on I think.",23-11-2013,Hamlet423,NEGATIVE,0.007423808798193932,0.9913778305053711,0.00067779456730932,0.0005205977940931916,"may not work, may report wrong size, may be out of luck",0,1385164800
97,['garmin'],"[0, 0]",0,"['garmin gps', 'adapter', 'sdhc size memory card', 'reader']",D007WTAJTR,5,A3C9SYXO9UQ9VI,bought for garmin gps. works very well. also has adapter for sdhc size memory card to plug into reader if you don't have a micro card reader,02-09-2014,wayne,POSITIVE,0.0004705794563051313,8.439471275778487e-05,0.0030026244930922985,0.9964424967765808,SanDisk Ultra 16 GB MicroSDHC Class 10 UHS-1 Memory Card,0,1391904000
445,"['black friday', 'last year', 'Acer', 'Iconia A500', 'Sandisk']","[0, 1]",0,"['black friday', 'last year', 'a chance', 'What chance u', 'some reviews', 'this card', 'no reason', 'abuse or misuse', 'this card', 'my Acer Iconia A500', 'my computer doesnt', 'an expensive part', 'DO NOT BUY OR', 'U DO', 'CAREFUL', 'music and movies', 'mine', 'your phone', 'valuable pictures']",C007WTAJTP,1,A3H0SMLV116RAW,"I bought this on black friday last year and took a chance on it. What chance u say? I read some reviews that this card just actually STOPPED working for no reason and not due to abuse or misuse. I had this card in my Acer Iconia A500 and it just STOPPED WORKING! Even my computer doesnt recognize it. WTF Sandisk?? This is an expensive part for this to occur. DO NOT BUY OR IF U DO, BE CAREFUL WHAT U STORE ON IT! I only had music and movies on mine so NBD. But what if u had this in your phone with valuable pictures?",19-09-2013,R1Jay,NEGATIVE,0.0016739226412028074,0.9652770757675171,0.0004793184343725443,0.03256974741816521,WHY????,1,1379548800
260,['San disk'],"[0, 0]",0,"['San disk', 'the brand', 'a quality product']",B007WTAJTO,5,A243XIFG20QRQW,San disk is hard to beat.  You will pay more for the brand but you get a quality product.  Would purchase again.,23-03-2014,Aaron Nash,POSITIVE,0.2528987228870392,0.012146452441811562,0.00046983661013655365,0.7344849705696106,Perfect,0,1395532800
554,"['samsung', 'galaxy tab 2 7']","[0, 1]",0,"['La', 'uso sul mio samsung galaxy tab', '2 7', 'la', 'tutto', 'posto', 'spesso', 'un problema']",F007WTAJTQ,5,A3EPL2JV2T11OX,"La uso sul mio samsung galaxy tab 2 7 e va benissimo, raramente non la riconosce, ma basta estrarla rimetterla e tutto va a posto, se fosse spesso sarebbe un problema, ma ripeto succede raramente perci&ograve; consigliata!!!",02-06-2013,paolo,MIXED,0.6428224444389343,0.016584336757659912,0.0005610620719380677,0.34003207087516785,gooooooooood!,1,1360108800
490,"['galaxy note 2', 'asus', 'transformer infinity', '2 of these cards']","[0, 0]",0,"['this one', 'my galaxy note 2', 'my asus transformer infinity', '2', 'these cards', 'your device']",C007WTAJTP,5,A27L7AGGGEUASX,"buy this one. it was inserted in my galaxy note 2, and also my asus transformer infinity. i bought 2 of these cards. i will buy it again if i need to. its easy to install, just pop it in and your device reads it. it's that simple!",05-08-2013,bandana,POSITIVE,3.237709097447805e-05,7.449583063134924e-05,0.0002851172466762364,0.9996080994606018,storage,0,1367971200
160,"['NL1520', '64gb']","[0, 0]",0,"['the NL1520', 'No video', 'the 64gb', 'Blah blah blah blah', 'the rest']",B007WTAJTO,5,A2ELBSIZ26GKM2,This works with the NL1520.  No video stuttering like with the 64gb.  Blah blah blah blah to fill in the rest.,01-07-2014,Aaron,POSITIVE,0.002181944204494357,0.0068104201927781105,0.04454205185174942,0.9464656114578247,works,0,1389052800
380,[],"[0, 0]",0,"['little memory card', 'Affordable', 'good quality', 'my storage space', 'my device']",C007WTAJTP,5,A1GWL4XS2ZXGG8,"Fast little memory card. Affordable, good quality. Will be quadrupling my storage space on my device. I never seem to have enough of these",23-11-2013,Calenture,POSITIVE,0.0010640132240951061,0.0008227755897678435,0.0001748942449921742,0.997938334941864,speedy card,0,1385164800
618,"['Microsoft', 'Surface Pro']","[0, 0]",0,"['my new Microsoft Surface Pro', 'case', 'more room', 'a adapter', 'more storage room']",D007WTAJTR,5,A2JFRH4RUR7ZB9,"I got this for my new Microsoft Surface Pro, just in case I needed more room. It comes with a adapter if needed and works great for more storage room.",30-03-2013,xcgfatboy,POSITIVE,0.018273619934916496,0.0003899171424563974,0.007021207362413406,0.9743152856826782,Small but BIG,0,1364601600
197,"['Tab Pro 8.4', '#34', 'YouTube']","[0, 0]",0,"['Works', 'my new Tab Pro 8.4', '#34', 'lots', 'content', 'YouTube', 'long flights', 'any device', 'sd cards']",D007WTAJTR,5,AA95DWUI3ODU,Works very well with my new Tab Pro 8.4&#34;.  Have been able to download lots of content from YouTube to watch on long flights. Will use it on any device that takes sd cards.  Very happy with it.,25-05-2014,E.Barroso,POSITIVE,3.3183143386850134e-05,3.3906300814123824e-05,0.0003443057357799262,0.9995885491371155,Excellent.,0,1400976000
313,"['offbrand', 'Droid', 'RAZR M']","[0, 0]",0,"['This chip', 'offbrand microSD', 'the review', 'a Droid RAZR M smartphone']",F007WTAJTQ,5,AI82G1NQHKXGW,"This chip replaces my previously fried out offbrand microSD.  So far it has performed flawlessly.  If it fails, I will update the review.  I have a Droid RAZR M smartphone.",29-01-2014,"mac ""TehAsian""",POSITIVE,0.003461600048467517,0.000812685873825103,0.00713767483830452,0.9885879755020142,Works nice,0,1390953600
356,"['more than one', 'MicroSDHC', 'MP3']","[0, 0]",0,"['more than one', 'these MicroSDHC disks', 'my MP3 players', 'phone', 'recorder camera etc.']",D007WTAJTR,5,A28621TSIR5EOG,"Have more than one of these MicroSDHC disks and they hold up in my MP3 players, phone, recorder camera etc.",17-12-2013,"Walk Around ""Osprey""",POSITIVE,0.0001245260937139392,0.000818501750472933,0.06691093742847443,0.9321460723876953,SanDisk Ultra 32 GB MicroSDHC C10/UHS1 Memory Card,0,1387238400
406,"['10th SDHC card', 'Sandisk', 'Galaxy Note 10.1']","[0, 0]",0,"['my 10th SDHC card', 'Sandisk', 'good quality', 'good brand', 'friends', 'Galaxy']",B007WTAJTO,5,A2WN0OAALLRM7A,"this is my 10th SDHC card.  I bought Sandisk only. good quality, good brand. recommend to friends. used in Galaxy Note 10.1",28-10-2013,Tamaz,POSITIVE,9.961498108168598e-06,9.942473116097972e-05,0.0014566130703315139,0.9984340071678162,Sandisk is SANDISK always,0,1382918400
667,[],"[0, 0]",0,"['This microSDHC card', 'its job', 'your data', 'any mobile device', 'any complaints']",B007WTAJTO,5,A2CNG9TRZVRV5O,This microSDHC card makes its job pretty well. It is fast enough to rely your data on any mobile device. Haven't had any complaints so far.,09-02-2013,MAC,POSITIVE,2.8664793717325665e-05,3.7458921724464744e-05,0.0006147468229755759,0.9993191957473755,Does its job for a good price,0,1378080000
553,['4 new tires'],"[0, 1]",0,"['the mistake', 'the car', 'a flat', '4 new tires', 'the dealership']",E007WTAJTS,5,AYYZH8KL2Y6D3,Made the mistake of leaving it in the car when I had a flat and had to buy 4 new tires. Went missing at the dealership so I never got to use it.,03-06-2013,Kamal O Rowe,NEGATIVE,0.019608547911047935,0.9730245471000671,0.005041169933974743,0.0023258028086274862,Looked great.,1,1362528000
471,"['almost a year', 'single issue', 'one', '34', '34', 'one quick clip', 'one']","[0, 0]",0,"['My fiance', 'his tablet', 'almost a year', 'a single issue', 'the best quality memory cards', 'the retail packaging', 'not the &#34', '&#34', 'The retail packaging', 'one quick clip', 'the scissors', 'a package', 'risk']",C007WTAJTP,4,A3LTWJZ779E29,My fiance has had this in his tablet for almost a year now without a single issue. I feel that it's one of the best quality memory cards we've ever had. Make SURE you get the retail packaging and not the &#34;frustration-free.&#34; The retail packaging only requires one quick clip of the scissors and it's worth it to get one that is sealed in a package and not at risk to be damaged.,24-08-2013,Rachel Beckwith,POSITIVE,0.0013818689621984959,0.0003392223734408617,0.0004426273226272315,0.9978362917900085,High Quality,0,1377302400
154,[],"[0, 0]",0,"['Works', 'No complaints', 'the retail package']",E007WTAJTS,5,AAKMPJXPX22Y4,Works Ultra great. No complaints. I got the retail package.,07-07-2014,Gaby,POSITIVE,1.8131884644390084e-05,2.5275287043768913e-05,0.0005377274355851114,0.9994188547134399,Ultimately Ultra,0,1404691200
682,"['Samsung', 'Galaxy S III.', 'class 10']","[0, 0]",0,"['my Samsung Galaxy S III.', 'class 10', 'Works']",F007WTAJTQ,5,A24YWDYFTI2NOC,Bought this to go with my Samsung Galaxy S III. It is class 10 which means it is fast. Works well.,25-01-2013,N8,POSITIVE,5.889742897124961e-05,5.653894186252728e-05,0.002883512293919921,0.9970009922981262,Nice price,0,1359072000
461,"['China', 'SanDisk', 'Ultra 64 GB SDXC Class 10', 'HTC', 'EVO LTE', 'Android', '158 GB', '158 GB', '. 85 GB']","[0, 0]",0,"['big problem', 'a trustworthy source', 'SD cards', 'China', 'these rip', 'companies', 'fake cards', 'a competitive price', 'the price', 'a card', 'less capacity', 'a lower class', 'a faulty card', 'storage', 'the extra cash', 'this SanDisk Ultra 64 GB SDXC Class 10 memory card', 'my HTC EVO LTE Android phone.Side note', 'This card', 'my total phone storage capacity', '158 GB', '158 GB', 'full access', '85 GB', 'the cloud']",D007WTAJTR,5,A26SQ0G735KJK8,"I big problem I have been having lately is finding a trustworthy source for SD cards. They are manufactured in China and these rip off companies are selling fake cards at a competitive price, but don't be fooled. If the price seems unbelievable that is because you will end up with a card that is not only less capacity then you are paying for, but a lower class and sometimes a faulty card altogether.When it comes to storage, pay the extra cash to get something reliable. Like this SanDisk Ultra 64 GB SDXC Class 10 memory card. It is blazaing fast and works well in my HTC EVO LTE Android phone.Side note: This card brings my total phone storage capacity to 158 GB. That is 158 GB that I have full access to. 85 GB of which is synced to the cloud.",03-09-2013,Eckzsell,MIXED,0.5696385502815247,0.14215967059135437,0.011505653150379658,0.2766961455345154,True to class,0,1362787200
867,"['HTC', 'HD2', 'cyanogen Android Rom', '32GB', 'Class 10', 'HTC', 'HD2', 'no less than 14MB', 'SanDisk']","[1, 1]",1,"['an HTC HD2', 'cyanogen Android Rom', 'maximum memory capacity', 'various storage needs', 'HQ videos', 'a patriot 32GB Class 10', 'the performance', 'my expectations', 'this badboy right', 'a champ', 'my smartphone', 'HTC HD2', 'this card', 'my laptop', 'my data', 'no less than 14MB\\S', 'speed', 'the specs', 'this card', 'Apps', 'access', 'FAAAST', 'a While']",C007WTAJTP,5,A2EG3ZPSDXOBLU,"see,,, I own an HTC HD2 with cyanogen Android Rom on it,, I wanted maximum memory capacity for various storage needs including shooting HQ videos ,,, I used to have a patriot 32GB Class 10 on it but the performance wasn't up to my expectations ,,,this badboy right here peroformed like a champ on my smartphone ,,, Alert : ""IT WORKS ON HTC HD2"" ,,,,once I popped this card on my laptop to transfer my data on it,,, I got no less than 14MB\S write speed which is above the specs of the this card,,,Apps access in FAAAST ,,, so far I'm pleased with it ,,, I'll update this after a While when I use it intensively ,,,well done SanDisk ,,,",24-07-2012,Wael,NEGATIVE,0.20968510210514069,0.6668272614479065,0.007964814081788063,0.11552287638187408,"Well Done Product ,,,,",1,1343088000
656,"['Garmin', 'North America']","[0, 0]",0,"['The recent map update', 'my Garmin GPS', 'memory', 'Maps', 'the memory', 'the Full North America Map', 'the adapter', 'my PC SD slot']",E007WTAJTS,5,A3GL6RCS9PP2Y3,The recent map update on my Garmin GPS ran it out of memory.  Maps are getting more and more detailed.  I used this to up the memory and got back to the Full North America Map. It cam with the adapter to fit my PC SD slot too.,20-02-2013,Jack in TN,MIXED,0.41752198338508606,0.3661883473396301,0.08159855008125305,0.13469111919403076,Great for my Garmin GPS,0,1361318400
157,"['Garmin', '32GBs', '4GB', 'FAT32', '4GB', 'Garmin', 'under 4GB']","[2, 2]",2,"['Garmin', 'GPSMAP line', 'handhelds', 'All 32GBs', 'this baby', 'every map', 'my hands', 'No issues', 'all.Some forums', 'a 4GB limitation', 'FAT32', 'the format', 'the card', 'a 4GB limit', 'FILE SIZE', 'all individual Garmin maps', '4GB']",F007WTAJTQ,5,A2I4UIXT2PGSAS,"If there is anyone out there curious if this works on Garmin's GPSMAP line of handhelds, then yes! All 32GBs are recognized, and I am maxing this baby out with every map I can get my hands on! No issues at all.Some forums may have you believe there is a 4GB limitation, but there simply isn't (FAT32 - which is the format of the card, has a 4GB limit on FILE SIZE, but that's fine as all individual Garmin maps are under 4GB)",04-07-2014,macman,MIXED,0.7321875691413879,0.03376394137740135,0.00606989162042737,0.22797857224941254,Works great in my Garmin!,2,1396828800
